%A,%T,%C,%G,GC_content,Shannon_entropy,Quartile1_GC,Quartile2_GC,Quartile3_GC,Quartile4_GC,Length,Virus_Name,Accession
0.2540834845735027,0.3005444646098004,0.21052631578947367,0.23484573502722322,0.4453720508166969,1.987602983897763,0.4738372093023256,0.397677793904209,0.47895500725689405,0.4310595065312046,2755,allamanda leaf curl virus,NC_010947.1
0.2527881040892193,0.3059479553903346,0.20223048327137547,0.23903345724907063,0.4412639405204461,1.9841519016474478,0.5,0.3952451708766716,0.47023809523809523,0.399702823179792,2690,allamanda leaf mottle distortion virus,NC_040180.1
0.2662337662337662,0.288961038961039,0.20165945165945165,0.24314574314574314,0.44480519480519476,1.9877253019972911,0.4805194805194805,0.4025974025974026,0.4834054834054834,0.4126984126984127,2772,allamanda leaf mottle distortion virus,NC_024009.1
0.2575591985428051,0.3038251366120219,0.2087431693989071,0.22987249544626595,0.43861566484517306,1.9856121610820734,0.48104956268221577,0.39067055393586003,0.4620991253644315,0.42066957787481807,2745,alternanthera yellow vein virus,NC_007211.1
0.2647058823529412,0.2984749455337691,0.2037037037037037,0.23311546840958605,0.43681917211328974,1.9855601166205372,0.47093023255813954,0.3918722786647315,0.47238372093023256,0.41219158200290273,2754,andrographis yellow vein leaf curl virus,NC_028262.1
0.2575034106412005,0.2868349249658936,0.2097544338335607,0.24590723055934516,0.4556616643929059,1.991108234765134,0.47748976807639837,0.4392905866302865,0.4583901773533424,0.44747612551159616,2932,apple geminivirus 1,NC_026760.1
0.2576894223555889,0.32820705176294074,0.1980495123780945,0.21605401350337583,0.41410352588147037,1.9719029472533394,0.4099099099099099,0.3988005997001499,0.47147147147147145,0.37631184407796103,2666,asystasia mosaic madagascar virus,NC_026513.1
0.2501826150474799,0.31738495252008764,0.2056245434623813,0.22680788897005114,0.43243243243243246,1.980284606260235,0.4619883040935672,0.38248175182481753,0.46345029239766083,0.4218978102189781,2738,asystasia mosaic madagascar virus,NC_026514.1
0.21623512946116166,0.2603219034289713,0.23897830650804758,0.28446466060181946,0.523442967109867,1.9926125880242955,0.5854341736694678,0.4993006993006993,0.5084033613445378,0.5006993006993007,2858,axonopus compressus streak virus,NC_023864.1
0.26710730948678074,0.29082426127527217,0.21539657853810265,0.22667185069984447,0.4420684292379471,1.989359719287074,0.4727838258164852,0.38724727838258166,0.47900466562986005,0.42923794712286156,2572,bean bushy stunt virus,NC_055594.1
0.25662696888205916,0.31271609681137147,0.2028428736073761,0.22781406069919324,0.43065693430656937,1.9810434618468955,0.46153846153846156,0.35023041474654376,0.4685099846390169,0.4423963133640553,2603,bean calico mosaic virus,NC_003504.1
0.28032659409020216,0.32776049766718507,0.18895800933125972,0.20295489891135304,0.39191290824261277,1.9629904942335858,0.38880248833592534,0.35769828926905134,0.401244167962675,0.4199066874027994,2572,bean calico mosaic virus,NC_003505.1
0.25037993920972645,0.29749240121580545,0.21618541033434652,0.2344224924012158,0.4506079027355623,1.989680303344846,0.46200607902735563,0.425531914893617,0.5075987841945289,0.4072948328267477,2632,bean chlorosis virus,NC_019568.1
0.2444276539478655,0.28560634680770686,0.23347185493010955,0.2364941443143181,0.4699659992444276,1.9950716095577312,0.5143721633888049,0.4199395770392749,0.5015105740181269,0.44410876132930516,2647,bean chlorosis virus,NC_019569.1
0.2593167701863354,0.3031832298136646,0.20846273291925466,0.22903726708074534,0.4375,1.985531019323177,0.42701863354037267,0.4549689440993789,0.44565217391304346,0.422360248447205,2576,bean dwarf mosaic virus,NC_001930.1
0.24588910133843211,0.3005736137667304,0.21835564053537285,0.23518164435946462,0.45353728489483747,1.9893576470889203,0.4777947932618683,0.38837920489296635,0.4724770642201835,0.47553516819571867,2615,bean dwarf mosaic virus,NC_001931.1
0.2586931601069927,0.32747420710737485,0.18761941153993122,0.22621322124570117,0.4138326327856324,1.9700338332759533,0.42966360856269115,0.345565749235474,0.4434250764525994,0.4366412213740458,2617,bean golden mosaic virus,NC_004042.1
0.2748062015503876,0.3488372093023256,0.1624031007751938,0.21395348837209302,0.3763565891472868,1.9439644524890167,0.37829457364341085,0.386046511627907,0.3891472868217054,0.351937984496124,2580,bean golden mosaic virus,NC_004043.1
0.29141104294478526,0.3374233128834356,0.1687116564417178,0.20245398773006135,0.3711656441717791,1.9469163523885415,0.3895705521472393,0.3619631901840491,0.40644171779141103,0.3266871165644172,2608,bean golden yellow mosaic virus,NC_038790.1
0.26671703815640346,0.30978466188137516,0.20022667170381564,0.22327162825840574,0.4234982999622214,1.979818685178195,0.4402420574886536,0.37009063444108764,0.4471299093655589,0.43655589123867067,2647,bean golden yellow mosaic virus,NC_038791.1
0.257558362035974,0.30845771144278605,0.2020665901262916,0.23191733639494833,0.43398392652123996,1.9825998817761414,0.45788667687595713,0.3996937212863706,0.450229709035222,0.42813455657492355,2613,bean latent virus,NC_055589.1
0.2613548883756736,0.2867590454195535,0.21478060046189376,0.23710546574287913,0.4518860662047729,1.9916645486171212,0.48382126348228044,0.39692307692307693,0.4776579352850539,0.4492307692307692,2598,bean leaf crumple virus,NC_043524.1
0.24489795918367346,0.2991913746630728,0.2137081247593377,0.24220254139391606,0.45591066615325376,1.9891837623797906,0.4899845916795069,0.41140215716486905,0.48536209553158705,0.4369230769230769,2597,bean white chlorosis mosaic virus,NC_022005.1
0.2464975388110564,0.28360469519121545,0.2290798939795532,0.24081787201817492,0.46989776599772815,1.995297073389635,0.4954545454545455,0.4318181818181818,0.5060606060606061,0.4462934947049924,2641,bean yellow mosaic mexico virus,NC_015487.1
0.2818980667838313,0.3114235500878735,0.17258347978910368,0.23409490333919156,0.40667838312829524,1.966925990278455,0.43741209563994377,0.36849507735583686,0.3881856540084388,0.43258426966292135,2845,beet curly top iran virus,NC_010417.1
0.2852371409485638,0.32030728122912494,0.16867067468269872,0.22545090180360722,0.39412157648630597,1.9600997822437272,0.37967914438502676,0.37917222963951935,0.3983957219251337,0.4192256341789052,2994,beet curly top virus,NC_001412.1
0.26332970620239393,0.3025027203482046,0.1965904969169387,0.23757707653246282,0.4341675734494015,1.9827055271245126,0.45863570391872277,0.3802612481857765,0.46879535558780844,0.4289855072463768,2757,bhendi yellow vein bhubhaneswar virus,NC_012041.1
0.2708029197080292,0.2941605839416058,0.20547445255474453,0.22956204379562045,0.435036496350365,1.986129061543356,0.46277372262773725,0.3956204379562044,0.4744525547445255,0.4072992700729927,2740,bhendi yellow vein haryana virus,NC_043513.1
0.26608505997818976,0.2889858233369684,0.20283533260632497,0.2420937840785169,0.44492911668484186,1.9880476758681616,0.47161572052401746,0.39244186046511625,0.4636627906976744,0.45203488372093026,2751,bhendi yellow vein mosaic delhi virus,FJ515747.1
0.2645020065669464,0.3035388544326888,0.19883254286756658,0.23312659613279824,0.4319591390003648,1.9826976458247827,0.4656934306569343,0.3970802919708029,0.4583941605839416,0.4067055393586006,2741,bhendi yellow vein mosaic virus,NC_003418.1
0.2456721915285451,0.2721915285451197,0.21694290976058933,0.26519337016574585,0.4821362799263352,1.9946099672045672,0.49262536873156343,0.4639175257731959,0.5257731958762887,0.44624447717231225,2715,bitter gourd yellow mosaic virus,NC_055539.1
0.24610366074664733,0.26748822036969916,0.22798115259151866,0.25842696629213485,0.48640811888365354,1.997448849545984,0.5297532656023222,0.4420289855072464,0.5057971014492754,0.4681159420289855,2759,bitter gourd yellow mosaic virus,NC_055540.1
0.2535633908477119,0.3038259564891223,0.21005251312828208,0.23255813953488372,0.4426106526631658,1.9863761517801681,0.4804804804804805,0.4047976011994003,0.46396396396396394,0.42128935532233885,2666,blainvillea yellow spot virus,NC_010837.1
0.2589217919514047,0.33712984054669703,0.18375094912680334,0.2201974183750949,0.4039483675018982,1.9634144913184182,0.42249240121580545,0.37025796661608495,0.4331306990881459,0.3899848254931715,2634,blainvillea yellow spot virus,NC_010838.1
0.2669187145557656,0.3224952741020794,0.19810964083175803,0.21247637051039697,0.410586011342155,1.972658698981071,0.4402420574886536,0.3600605143721634,0.4266263237518911,0.41540785498489424,2645,blechum interveinal chlorosis virus,NC_019035.1
0.2962121212121212,0.35378787878787876,0.16590909090909092,0.18409090909090908,0.35,1.9297027660485067,0.3303030303030303,0.3575757575757576,0.3287878787878788,0.38333333333333336,2640,blechum interveinal chlorosis virus,NC_019036.1
0.2590448625180897,0.2992040520984081,0.21273516642547033,0.22901591895803183,0.44175108538350216,1.9876691163622913,0.4732272069464544,0.3921852387843705,0.4833574529667149,0.4182344428364689,2764,blechum yellow vein virus,NC_055132.1
0.24532621136970623,0.27966425028615033,0.22701259061426937,0.2479969477298741,0.4750095383441435,1.9959070692534686,0.500763358778626,0.4442748091603053,0.49770992366412214,0.4573170731707317,2621,boerhavia yellow spot virus,NC_038439.1
0.23346442617089738,0.2717196996782267,0.2538434036467644,0.24097247050411155,0.4948158741508759,1.9975892533077027,0.4978540772532189,0.49928469241773965,0.46924177396280403,0.5128571428571429,2797,bromus catharticus striate mosaic virus,NC_014822.1
0.2524271844660194,0.2912621359223301,0.21436893203883495,0.24194174757281553,0.4563106796116505,1.991280222488733,0.47433903576982894,0.4254658385093168,0.47360248447204967,0.4518633540372671,2575,cabbage leaf curl jamaica virus,NC_038792.1
0.27666399358460303,0.3199679230152366,0.1872493985565357,0.2161186848436247,0.4033680834001604,1.9691258061156922,0.41091492776886035,0.3766025641025641,0.434991974317817,0.391025641025641,2494,cabbage leaf curl jamaica virus,NC_038793.1
0.2586140147115757,0.28958575300038714,0.21138211382113822,0.24041811846689895,0.4518002322880372,1.9906762812477805,0.4635658914728682,0.4086687306501548,0.4613003095975232,0.47368421052631576,2583,cabbage leaf curl virus,NC_003866.1
0.28133704735376047,0.3159570234779148,0.18344608038201354,0.2192598487863112,0.4027059291683247,1.9687626445028656,0.4156050955414013,0.3980891719745223,0.4156050955414013,0.3815580286168522,2513,cabbage leaf curl virus,NC_003887.1
0.26905343097369133,0.31922972606455113,0.15324111743965282,0.2584757255221047,0.4117168429617575,1.9546825645773693,0.46145494028230183,0.37310195227765725,0.3947939262472885,0.4175704989154013,3687,camellia chlorotic dwarf-associated virus,NC_040817.1
0.24809451219512196,0.2888719512195122,0.22179878048780488,0.24123475609756098,0.46303353658536583,1.9932288719179019,0.5030487804878049,0.4192073170731707,0.4679878048780488,0.46189024390243905,2624,capraria yellow spot virus,NC_022007.1
0.26238390092879255,0.30108359133126933,0.20278637770897834,0.23374613003095976,0.4365325077399381,1.9848418547853839,0.43653250773993807,0.4040247678018576,0.4938080495356037,0.4117647058823529,2584,capraria yellow spot virus,NC_022008.1
0.26616106897797037,0.2990249187432286,0.18707114481762369,0.24774286746117732,0.434814012278801,1.980198395886363,0.45809248554913296,0.41040462427745666,0.4624277456647399,0.4083694083694084,2769,cassava mosaic madagascar virus,NC_017004.1
0.26340751550529,0.3060926669098869,0.17548340021889822,0.25501641736592484,0.43049981758482303,1.9730473719675596,0.4291970802919708,0.4,0.47007299270072994,0.4227405247813411,2741,cassava mosaic madagascar virus,NC_017005.1
0.26526162790697677,0.29324127906976744,0.2038517441860465,0.23728197674418605,0.44113372093023256,1.9871910450480508,0.47674418604651164,0.39098837209302323,0.4811046511627907,0.41569767441860467,2752,catharanthus yellow mosaic virus,NC_025964.1
0.24373831775700935,0.2960747663551402,0.2108411214953271,0.24934579439252336,0.46018691588785043,1.9894288543610115,0.5059880239520959,0.42152466367713004,0.476831091180867,0.43647234678624813,2675,centrosema yellow spot virus,NC_016998.1
0.24865446716899892,0.27341227125941875,0.2375313957660567,0.24040186580552567,0.47793326157158234,1.9977348543594176,0.5043103448275862,0.4375896700143472,0.5064562410329986,0.4634146341463415,2787,chayote yellow mosaic virus,NC_004618.1
0.25666412795125665,0.27722772277227725,0.22277227722772278,0.24333587204874332,0.4661081492764661,1.995457026356805,0.4801829268292683,0.4337899543378995,0.4893292682926829,0.4611872146118721,2626,chenopodium leaf curl virus,NC_038440.1
0.281104199066874,0.31998444790046654,0.17457231726283048,0.22433903576982892,0.3989113530326594,1.964004503840438,0.4276827371695179,0.37791601866251945,0.37169517884914466,0.41835147744945567,2572,chickpea chlorosis australia virus,NC_022131.1
0.2687838884585593,0.296281951975213,0.18628969790859798,0.24864446165762974,0.4349341595662277,1.9803133542599667,0.4542635658914729,0.42105263157894735,0.4496124031007752,0.4148606811145511,2582,chickpea chlorosis virus,NC_014740.1
0.25735294117647056,0.29102167182662536,0.19891640866873064,0.25270897832817335,0.451625386996904,1.9871124433141096,0.4907120743034056,0.42105263157894735,0.47987616099071206,0.4148606811145511,2584,chickpea chlorotic dwarf virus,NC_011058.1
0.27140115163147793,0.2963531669865643,0.19270633397312859,0.23953934740882918,0.43224568138195774,1.9822545555825564,0.46543778801843316,0.4116743471582181,0.44393241167434716,0.40797546012269936,2605,chickpea redleaf virus,NC_014739.1
0.27202472952086554,0.29520865533230295,0.19126738794435857,0.241112828438949,0.4323802163833076,1.9819918985538312,0.43894899536321486,0.3956723338485317,0.4482225656877898,0.446676970633694,2588,chickpea redleaf virus 2,NC_055579.1
0.28700431880643895,0.3027090694935218,0.18610129564193167,0.22418531605810757,0.4102866117000392,1.9737953023049444,0.41509433962264153,0.37362637362637363,0.4317111459968603,0.4207221350078493,2547,chickpea yellow dwarf virus,NC_025475.1
0.27962456003128666,0.3140398904966758,0.17637856863511928,0.22995698083691826,0.40633554947203754,1.9679852692387647,0.4397496087636933,0.37402190923317685,0.405320813771518,0.40625,2557,chickpea yellows virus,NC_038478.1
0.27332361516034986,0.28717201166180756,0.20845481049562684,0.23104956268221574,0.4395043731778426,1.9883292441193579,0.4620991253644315,0.41545189504373176,0.48104956268221577,0.39941690962099125,2744,chilli leaf curl ahmedabad virus,NC_028046.1
0.26068222621184917,0.29084380610412924,0.21436265709156194,0.2341113105924596,0.44847396768402153,1.990507927152358,0.47844827586206895,0.40229885057471265,0.47701149425287354,0.43615494978479197,2785,chilli leaf curl bhavanisagar virus,NC_055130.1
0.2717391304347826,0.27898550724637683,0.213768115942029,0.23550724637681159,0.4492753623188406,1.9917352785901377,0.47391304347826085,0.41304347826086957,0.4782608695652174,0.4318840579710145,2760,chilli leaf curl gonda virus,NC_055136.1
0.2595281306715064,0.2961887477313975,0.20399274047186933,0.24029038112522685,0.44428312159709615,1.9871366659048753,0.48401162790697677,0.39332365747460085,0.48040638606676345,0.41944847605224966,2755,chilli leaf curl india virus,NC_038875.1
0.2654320987654321,0.2933914306463326,0.20406681190994916,0.23710965867828612,0.4411764705882353,1.9871964213976148,0.46511627906976744,0.3918722786647315,0.49127906976744184,0.41654571843251087,2754,chilli leaf curl kanpur virus,NC_038441.1
0.26397966594045025,0.29121278140885987,0.21060275962236746,0.23420479302832245,0.44480755265068994,1.989324779183838,0.47093023255813954,0.41944847605224966,0.47238372093023256,0.41654571843251087,2754,chilli leaf curl sri lanka virus,NC_055131.1
0.27116212338593976,0.2887374461979914,0.2073170731707317,0.23278335724533716,0.44010043041606883,1.9881608358273337,0.46915351506456243,0.3945480631276901,0.47919655667144906,0.41750358680057387,2788,chilli leaf curl vellanad virus,NC_038442.1
0.27233115468409586,0.28903413217138707,0.20806100217864923,0.23057371096586782,0.4386347131445171,1.987914647068267,0.47238372093023256,0.39477503628447025,0.4898255813953488,0.397677793904209,2754,chilli leaf curl virus,NC_004628.1
0.24933078393881453,0.2921606118546845,0.2118546845124283,0.24665391969407266,0.45850860420650097,1.9906737236315992,0.4946401225114854,0.40519877675840976,0.4954128440366973,0.43883792048929665,2615,chino del tomate amazonas virus,NC_038443.1
0.24563401670463175,0.285876993166287,0.2308276385725133,0.23766135155656795,0.46848899012908124,1.9948611351499719,0.49240121580547114,0.4294385432473445,0.5045592705167173,0.44764795144157815,2634,chino del tomate virus,NC_003830.1
0.2504846839860411,0.3171772004652966,0.2031795269484296,0.22915858860023264,0.43233811554866225,1.9799577723649522,0.44254658385093165,0.4263565891472868,0.475968992248062,0.38449612403100775,2579,chino del tomate virus,NC_003831.1
0.21236363636363637,0.25163636363636366,0.2610909090909091,0.27490909090909094,0.536,1.9935996513333387,0.5662299854439592,0.5697674418604651,0.50509461426492,0.502906976744186,2750,chloris striate mosaic virus,NC_001466.1
0.27554945054945057,0.28214285714285714,0.16785714285714284,0.2744505494505495,0.4423076923076923,1.9716047102847751,0.4472527472527473,0.41318681318681316,0.42637362637362636,0.4824175824175824,3640,citrus chlorotic dwarf associated virus,NC_018151.1
0.24279033515198753,0.2618862042088854,0.2338269680436477,0.26149649259547936,0.495323460639127,1.998300024088462,0.5241809672386896,0.4657320872274143,0.5085803432137286,0.48286604361370716,2566,cleome golden mosaic virus,NC_015397.1
0.2566704246523863,0.2615558060879369,0.21195039458850057,0.26982337467117623,0.4817737692596768,1.9939811272692258,0.47368421052631576,0.4766917293233083,0.49473684210526314,0.481981981981982,2661,cleome leaf crumple virus,NC_016572.1
0.23669724770642203,0.25761467889908257,0.23302752293577983,0.2726605504587156,0.5056880733944955,1.9970249925119716,0.5212922173274597,0.48164464023494863,0.5212922173274597,0.49853372434017595,2725,cleome leaf crumple virus,NC_016578.1
0.27213588724250093,0.3061076978677268,0.19515720997470185,0.22659920491507046,0.42175641488977234,1.9791297235876701,0.46599131693198265,0.37716763005780346,0.43641618497109824,0.407514450867052,2767,clerodendron golden mosaic virus,NC_010713.1
0.2727602466449039,0.3003264417845484,0.19949220166848022,0.22705839680812478,0.42655059847660504,1.9821997554047792,0.46153846153846156,0.41944847605224966,0.46008708272859217,0.3652173913043478,2757,clerodendron golden mosaic virus,NC_010714.1
0.27210144927536234,0.29130434782608694,0.21159420289855072,0.225,0.4365942028985507,1.9875993966358483,0.4608695652173913,0.4028985507246377,0.45507246376811594,0.427536231884058,2760,clerodendron yellow mosaic virus,NC_009451.1
0.26404899135446686,0.2957492795389049,0.20713256484149856,0.2330691642651297,0.44020172910662825,1.9872589988267975,0.4769452449567723,0.40057636887608067,0.47262247838616717,0.4106628242074928,2776,clerodendrum golden mosaic china virus,NC_011346.1
0.2712668857247171,0.3004746257758306,0.20847024461482294,0.21978824388462942,0.42825848849945236,1.9838053901691608,0.5014619883040936,0.4218978102189781,0.4583941605839416,0.33138686131386863,2739,clerodendrum golden mosaic china virus,NC_011347.1
0.2600799128223756,0.31565564838358157,0.19978205593897566,0.2244823828550672,0.42426443879404285,1.9784721168424058,0.46656976744186046,0.36773255813953487,0.45058139534883723,0.41219158200290273,2753,clerodendrum golden mosaic jiangsu virus,NC_038876.1
0.2889399158055874,0.3065442020665901,0.17795637198622274,0.2265595101415997,0.4045158821278224,1.968932856725315,0.41960183767228176,0.3782542113323124,0.41807044410413474,0.40214067278287463,2613,cnidoscolus mosaic leaf deformation virus,NC_040184.1
0.26126467247254825,0.2862552063612268,0.21393411586520258,0.23854600530102235,0.45248012116622494,1.9916852948682386,0.5015151515151515,0.403030303030303,0.4712121212121212,0.4341906202723147,2641,cnidoscolus mosaic leaf deformation virus,NC_038982.1
0.25492382014121145,0.29580081753994797,0.21962095875139354,0.22965440356744704,0.4492753623188406,1.9902108666411167,0.45982142857142855,0.40713224368499257,0.49777117384843983,0.4323922734026746,2691,coccinia mosaic tamil nadu virus,NC_024809.1
0.24627137140778466,0.2841033102946526,0.22844670789377955,0.2411786104037832,0.4696253182975627,1.9951389544784877,0.5080058224163028,0.4192139737991266,0.49344978165938863,0.4578488372093023,2749,coccinia mosaic tamil nadu virus,NC_024810.1
0.29838709677419356,0.3379416282642089,0.14938556067588327,0.21428571428571427,0.36367127496159757,1.935514197568552,0.3655913978494624,0.3456221198156682,0.40706605222734255,0.33640552995391704,2604,common bean mottle virus,NC_040189.1
0.26035727860129226,0.32839224629418473,0.18244013683010263,0.22881033827442038,0.411250475104523,1.9676889368160335,0.4383561643835616,0.3738601823708207,0.44072948328267475,0.39209726443769,2631,common bean mottle virus,NC_038988.1
0.2708575863407062,0.33993015133876603,0.17345750873108265,0.2157547535894451,0.38921226232052775,1.955320299155631,0.3944099378881988,0.36801242236024845,0.422360248447205,0.37209302325581395,2577,common bean severe mosaic virus,NC_040190.1
0.2625334864140834,0.3241484883275928,0.18675851511672406,0.2265595101415997,0.41331802525832373,1.9707644962959305,0.442572741194487,0.37978560490045943,0.4211332312404288,0.40978593272171254,2613,common bean severe mosaic virus,NC_031961.1
0.27007844602166603,0.3096750093388121,0.2002241314904744,0.22002241314904744,0.4202465446395218,1.9789431232720285,0.40657698056801195,0.40358744394618834,0.4319880418535127,0.4388059701492537,2677,corchorus golden mosaic virus,NC_009644.1
0.2785956964892412,0.31559078897697246,0.1849754624386561,0.22083805209513024,0.40581351453378633,1.9702981338551453,0.37915407854984895,0.4003021148036254,0.4773413897280967,0.3665158371040724,2649,corchorus golden mosaic virus,NC_009646.1
0.24290099769762089,0.27897160399079046,0.2348426707597851,0.24290099769762089,0.477743668457406,1.9966951204120402,0.4976958525345622,0.43558282208588955,0.5176651305683564,0.4601226993865031,2606,corchorus yellow spot virus,NC_008492.1
0.2526071842410197,0.30088837388953266,0.20587099266125916,0.2398609501738123,0.44573194283507145,1.9866765264577035,0.4574961360123648,0.40494590417310666,0.5146831530139103,0.4058641975308642,2589,corchorus yellow spot virus,NC_008493.1
0.24456521739130435,0.28066770186335405,0.2391304347826087,0.23563664596273293,0.47476708074534163,1.9963520755273103,0.5139751552795031,0.42857142857142855,0.5015527950310559,0.4549689440993789,2576,corchorus yellow vein cuba virus,MF773912.1
0.2477281706835243,0.3105491900434611,0.20663769261161596,0.23508494666139865,0.4417226392730146,1.9837456971183884,0.44145569620253167,0.41706161137440756,0.47393364928909953,0.4344391785150079,2531,corchorus yellow vein cuba virus,MF773902.1
0.24608093328472475,0.2996718920889537,0.2147283995625228,0.23951877506379876,0.4542471746263216,1.9891729085936158,0.4846715328467153,0.41836734693877553,0.48250728862973763,0.4314868804664723,2743,corchorus yellow vein mosaic virus,NC_020473.1
0.25624082232011747,0.31167400881057267,0.197136563876652,0.23494860499265785,0.4320851688693098,1.9803509222349254,0.434654919236417,0.4008810572687225,0.4684287812041116,0.4243759177679883,2724,corchorus yellow vein virus,NC_006358.1
0.27053140096618356,0.29654403567447046,0.20884429580081754,0.22408026755852842,0.4329245633593459,1.9857311695646112,0.4255952380952381,0.4264487369985141,0.5215453194650818,0.35809806835066865,2691,corchorus yellow vein virus,NC_006359.1
0.2662921348314607,0.29850187265917605,0.20636704119850188,0.22883895131086143,0.4352059925093633,1.9856890993045937,0.45577211394302847,0.39221556886227543,0.4572713643178411,0.4356287425149701,2670,cotton chlorotic spot virus,NC_038794.1
0.3052830188679245,0.31886792452830187,0.1641509433962264,0.21169811320754717,0.37584905660377355,1.9504936489847728,0.37009063444108764,0.35444947209653094,0.4214501510574018,0.3574660633484163,2650,cotton chlorotic spot virus,NC_038795.1
0.26197718631178707,0.2923954372623574,0.20912547528517111,0.23650190114068442,0.44562737642585554,1.9890342820565665,0.4505327245053272,0.4072948328267477,0.4794520547945205,0.4452887537993921,2630,cotton leaf crumple virus,NC_004580.1
0.28509803921568627,0.2968627450980392,0.20039215686274509,0.21764705882352942,0.4180392156862745,1.9798439721914503,0.41915227629513346,0.41849529780564265,0.4489795918367347,0.38557993730407525,2550,cotton leaf crumple virus,NC_004581.1
0.2696793002915452,0.30284256559766765,0.19825072886297376,0.2292274052478134,0.42747813411078717,1.9817637681278106,0.4708454810495627,0.3935860058309038,0.4606413994169096,0.3848396501457726,2744,cotton leaf curl alabad virus,NC_004582.1
